Name,Season,Team, Price 
P Simran Singh,2019,Kings XI Punjab," $685,700.00 "
R Ashwin,2019,Kings XI Punjab," $1,187,500.00 "
SM Curran,2019,Kings XI Punjab," $1,028,600.00 "
SN Khan,2019,Kings XI Punjab," $35,700.00 "
A Nortje,2019,Kolkata Knight Riders," $28,600.00 "
AD Russell,2019,Kolkata Knight Riders," $1,328,130.00 "
CA Lynn,2019,Kolkata Knight Riders," $1,500,000.00 "
CR Brathwaite,2019,Kolkata Knight Riders," $714,300.00 "
HF Gurney,2019,Kolkata Knight Riders," $107,100.00 "
JL Denly,2019,Kolkata Knight Riders," $142,900.00 "
KC Cariappa,2019,Kolkata Knight Riders," $120,000.00 "
KD Karthik,2019,Kolkata Knight Riders," $1,156,250.00 "
Kuldeep Yadav,2019,Kolkata Knight Riders," $906,250.00 "
LH Ferguson,2019,Kolkata Knight Riders," $228,600.00 "
M Prasidh Krishna,2019,Kolkata Knight Riders," $15,620.00 "
N Rana,2019,Kolkata Knight Riders," $531,250.00 "
NS Naik,2019,Kolkata Knight Riders," $28,600.00 "
PP Chawla,2019,Kolkata Knight Riders," $656,250.00 "
RK Singh,2019,Kolkata Knight Riders," $125,000.00 "
RV Uthappa,2019,Kolkata Knight Riders," $1,000,000.00 "
S Sandeep Warrier,2019,Kolkata Knight Riders," $16,000.00 "
Shivam Mavi,2019,Kolkata Knight Riders," $468,750.00 "
Shubman Gill,2019,Kolkata Knight Riders," $281,250.00 "
SP Narine,2019,Kolkata Knight Riders," $1,953,130.00 "
SS Mundhe,2019,Kolkata Knight Riders," $28,600.00 "
Y Prithvi Raj,2019,Kolkata Knight Riders," $28,600.00 "
AF Milne,2019,Mumbai Indians," $116,667.00 "
Anmolpreet Singh,2019,Mumbai Indians," $114,300.00 "
AP Tare,2019,Mumbai Indians," $31,250.00 "
AS Roy,2019,Mumbai Indians," $31,250.00 "
BB Sran,2019,Mumbai Indians," $485,700.00 "
BCJ Cutting,2019,Mumbai Indians," $343,750.00 "
E Lewis,2019,Mumbai Indians," $593,750.00 "
HH Pandya,2019,Mumbai Indians," $1,718,750.00 "
Ishan Kishan,2019,Mumbai Indians," $968,750.00 "
J Yadav,2019,Mumbai Indians," $78,130.00 "
JJ Bumrah,2019,Mumbai Indians," $1,093,750.00 "
JP Behrendorff,2019,Mumbai Indians," $234,380.00 "
KA Pollard,2019,Mumbai Indians," $843,750.00 "
KH Pandya,2019,Mumbai Indians," $1,375,000.00 "
M Markande,2019,Mumbai Indians," $31,250.00 "
MJ McClenaghan,2019,Mumbai Indians," $50,000.00 "
Pankaj Jaiswal,2019,Mumbai Indians," $28,600.00 "
Q de Kock,2019,Mumbai Indians," $437,500.00 "
Rasikh Salam,2019,Mumbai Indians," $28,600.00 "
RD Chahar,2019,Mumbai Indians," $296,880.00 "
RG Sharma,2019,Mumbai Indians," $2,343,750.00 "
SA Yadav,2019,Mumbai Indians," $500,000.00 "
SD Lad,2019,Mumbai Indians," $31,250.00 "
SL Malinga,2019,Mumbai Indians," $285,700.00 "
Yuvraj Singh,2019,Mumbai Indians," $142,900.00 "
AJ Turner,2019,Rajasthan Royals," $71,400.00 "
AM Rahane,2019,Rajasthan Royals," $625,000.00 "
BA Stokes,2019,Rajasthan Royals," $1,953,130.00 "
DS Kulkarni,2019,Rajasthan Royals," $117,190.00 "
IS Sodhi,2019,Rajasthan Royals," $69,573.00 "
JC Archer,2019,Rajasthan Royals," $1,125,000.00 "
JC Buttler,2019,Rajasthan Royals," $687,500.00 "
JD Unadkat,2019,Rajasthan Royals," $1,200,000.00 "
K Gowtham,2019,Rajasthan Royals," $968,750.00 "
LS Livingstone,2019,Rajasthan Royals," $71,400.00 "
M Vohra,2019,Rajasthan Royals," $28,600.00 "
MK Lomror,2019,Rajasthan Royals," $31,250.00 "
O Thomas,2019,Rajasthan Royals," $157,100.00 "
R Parag,2019,Rajasthan Royals," $28,600.00 "
RA Tripathi,2019,Rajasthan Royals," $531,250.00 "
S Gopal,2019,Rajasthan Royals," $31,250.00 "
S Midhun,2019,Rajasthan Royals," $31,250.00 "
Shashank Singh,2019,Rajasthan Royals," $42,900.00 "
Shubham Ranjane,2019,Rajasthan Royals," $28,600.00 "
SPD Smith,2019,Rajasthan Royals," $1,953,130.00 "
STR Binny,2019,Rajasthan Royals," $78,130.00 "
SV Samson,2019,Rajasthan Royals," $1,250,000.00 "
VR Aaron,2019,Rajasthan Royals," $342,900.00 "
AB de Villiers,2019,Royal Challengers Bangalore," $1,718,750.00 "
AD Nath,2019,Royal Challengers Bangalore," $514,300.00 "
C de Grandhomme,2019,Royal Challengers Bangalore," $343,750.00 "
DW Steyn,2019,Royal Challengers Bangalore," $345,000.00 "
Gurkeerat Singh,2019,Royal Challengers Bangalore," $71,400.00 "
H Klaasen,2019,Royal Challengers Bangalore," $71,400.00 "
Himmat Singh,2019,Royal Challengers Bangalore," $92,900.00 "
K Khejroliya,2019,Royal Challengers Bangalore," $15,000.00 "
Milind Kumar,2019,Royal Challengers Bangalore," $28,600.00 "
MM Ali,2019,Royal Challengers Bangalore," $265,630.00 "
Mohammed Siraj,2019,Royal Challengers Bangalore," $406,250.00 "
MP Stoinis,2019,Royal Challengers Bangalore," $968,750.00 "
NA Saini,2019,Royal Challengers Bangalore," $468,750.00 "
NM Coulter-Nile,2019,Royal Challengers Bangalore," $343,750.00 "
P Negi,2019,Royal Challengers Bangalore," $156,250.00 "
P Ray Barman,2019,Royal Challengers Bangalore," $214,300.00 "
PA Patel,2019,Royal Challengers Bangalore," $265,630.00 "
S Dube,2019,Royal Challengers Bangalore," $714,300.00 "
SO Hetmyer,2019,Royal Challengers Bangalore," $600,000.00 "
TG Southee,2019,Royal Challengers Bangalore," $156,250.00 "
UT Yadav,2019,Royal Challengers Bangalore," $656,250.00 "
V Kohli,2019,Royal Challengers Bangalore," $2,656,250.00 "
Washington Sundar,2019,Royal Challengers Bangalore," $500,000.00 "
YS Chahal,2019,Royal Challengers Bangalore," $937,500.00 "
Abhishek Sharma,2019,Sunrisers Hyderabad," $85,940.00 "
B Kumar,2019,Sunrisers Hyderabad," $1,328,130.00 "
B Stanlake,2019,Sunrisers Hyderabad," $78,130.00 "
Basil Thampi,2019,Sunrisers Hyderabad," $148,440.00 "
DA Warner,2019,Sunrisers Hyderabad," $1,953,130.00 "
DJ Hooda,2019,Sunrisers Hyderabad," $562,500.00 "
JM Bairstow,2019,Sunrisers Hyderabad," $314,300.00 "
KK Ahmed,2019,Sunrisers Hyderabad," $468,750.00 "
KS Williamson,2019,Sunrisers Hyderabad," $468,750.00 "
MJ Guptill,2019,Sunrisers Hyderabad," $142,900.00 "
MK Pandey,2019,Sunrisers Hyderabad," $1,718,750.00 "
Mohammad Nabi,2019,Sunrisers Hyderabad," $156,250.00 "
Rashid Khan,2019,Sunrisers Hyderabad," $1,406,250.00 "
RK Bhui,2019,Sunrisers Hyderabad," $31,250.00 "
S Kaul,2019,Sunrisers Hyderabad," $593,750.00 "
S Nadeem,2019,Sunrisers Hyderabad," $500,000.00 "
Sandeep Sharma,2019,Sunrisers Hyderabad," $468,750.00 "
Shakib Al Hasan,2019,Sunrisers Hyderabad," $312,500.00 "
SP Goswami,2019,Sunrisers Hyderabad," $156,250.00 "
T Natarajan,2019,Sunrisers Hyderabad," $62,500.00 "
V Shankar,2019,Sunrisers Hyderabad," $500,000.00 "
WP Saha,2019,Sunrisers Hyderabad," $171,400.00 "
YK Pathan,2019,Sunrisers Hyderabad," $296,880.00 "
AT Rayudu,2020,Chennai Super Kings," $343,750.00 "
DJ Bravo,2020,Chennai Super Kings," $1,000,000.00 "
DL Chahar,2020,Chennai Super Kings," $125,000.00 "
F du Plessis,2020,Chennai Super Kings," $250,000.00 "
Harbhajan Singh,2020,Chennai Super Kings," $312,500.00 "
Imran Tahir,2020,Chennai Super Kings," $156,250.00 "
JR Hazlewood,2020,Chennai Super Kings," $285,700.00 "
KM Asif,2020,Chennai Super Kings," $62,500.00 "
KM Jadhav,2020,Chennai Super Kings," $1,218,750.00 "
KV Sharma,2020,Chennai Super Kings," $478,000.00 "
L Ngidi,2020,Chennai Super Kings," $78,130.00 "
M Vijay,2020,Chennai Super Kings," $312,500.00 "
MJ Santner,2020,Chennai Super Kings," $78,130.00 "
Monu Kumar,2020,Chennai Super Kings," $31,250.00 "
MS Dhoni,2020,Chennai Super Kings," $2,343,750.00 "
N Jagadeesan,2020,Chennai Super Kings," $31,250.00 "
PP Chawla,2020,Chennai Super Kings," $964,300.00 "
RA Jadeja,2020,Chennai Super Kings," $1,093,750.00 "
RD Gaikwad,2020,Chennai Super Kings," $28,600.00 "
SK Raina,2020,Chennai Super Kings," $1,718,750.00 "
SM Curran,2020,Chennai Super Kings," $785,700.00 "
SN Thakur,2020,Chennai Super Kings," $406,250.00 "
SR Watson,2020,Chennai Super Kings," $625,000.00 "
A Mishra,2020,Delhi Capitals," $625,000.00 "
A Nortje,2020,Delhi Capitals," $28,600.00 "
AM Rahane,2020,Delhi Capitals," $760,000.00 "
AR Patel,2020,Delhi Capitals," $714,300.00 "
AT Carey,2020,Delhi Capitals," $342,900.00 "
Avesh Khan,2020,Delhi Capitals," $109,380.00 "
CR Woakes,2020,Delhi Capitals," $214,300.00 "
HV Patel,2020,Delhi Capitals," $31,250.00 "
I Sharma,2020,Delhi Capitals," $157,100.00 "
JJ Roy,2020,Delhi Capitals," $214,300.00 "
K Rabada,2020,Delhi Capitals," $656,250.00 "
KMA Paul,2020,Delhi Capitals," $71,400.00 "
Lalit Yadav,2020,Delhi Capitals," $28,600.00 "
MM Sharma,2020,Delhi Capitals," $71,400.00 "
MP Stoinis,2020,Delhi Capitals," $685,700.00 "
P Dubey,2020,Delhi Capitals," $15,000.00 "
PP Shaw,2020,Delhi Capitals," $187,500.00 "
R Ashwin,2020,Delhi Capitals," $1,100,000.00 "
RR Pant,2020,Delhi Capitals," $2,343,750.00 "
S Dhawan,2020,Delhi Capitals," $812,500.00 "
S Lamichhane,2020,Delhi Capitals," $31,250.00 "
SO Hetmyer,2020,Delhi Capitals," $1,107,100.00 "
SS Iyer,2020,Delhi Capitals," $1,093,750.00 "
TU Deshpande,2020,Delhi Capitals," $28,600.00 "
Arshdeep Singh,2020,Kings XI Punjab," $28,600.00 "
CH Gayle,2020,Kings XI Punjab," $312,500.00 "
CJ Jordan,2020,Kings XI Punjab," $428,600.00 "
Darshan Nalkande,2020,Kings XI Punjab," $42,900.00 "
DJ Hooda,2020,Kings XI Punjab," $71,400.00 "
GC Viljoen,2020,Kings XI Punjab," $107,100.00 "
GJ Maxwell,2020,Kings XI Punjab," $1,535,700.00 "
Harpreet Brar,2020,Kings XI Punjab," $28,600.00 "
Ishan Porel,2020,Kings XI Punjab," $28,600.00 "
J Suchith,2020,Kings XI Punjab," $29,000.00 "
JDS Neesham,2020,Kings XI Punjab," $71,400.00 "
K Gowtham,2020,Kings XI Punjab," $900,000.00 "
KK Nair,2020,Kings XI Punjab," $875,000.00 "
KL Rahul,2020,Kings XI Punjab," $1,718,750.00 "
M Ashwin,2020,Kings XI Punjab," $28,600.00 "
MA Agarwal,2020,Kings XI Punjab," $156,250.00 "
Mandeep Singh,2020,Kings XI Punjab," $218,750.00 "
Mohammed Shami,2020,Kings XI Punjab," $685,700.00 "
Mujeeb Ur Rahman,2020,Kings XI Punjab," $625,000.00 "
N Pooran,2020,Kings XI Punjab," $600,000.00 "
Prabhsimran Singh,2020,Kings XI Punjab," $78,600.00 "
Ravi Bishnoi,2020,Kings XI Punjab," $285,700.00 "
SN Khan,2020,Kings XI Punjab," $35,700.00 "
SS Cottrell,2020,Kings XI Punjab," $1,214,300.00 "
Tajinder Singh,2020,Kings XI Punjab," $85,940.00 "
AD Russell,2020,Kolkata Knight Riders," $1,328,130.00 "
CJ Green,2020,Kolkata Knight Riders," $28,600.00 "
CV Varun,2020,Kolkata Knight Riders," $1,200,000.00 "
EJG Morgan,2020,Kolkata Knight Riders," $750,000.00 "
HF Gurney,2020,Kolkata Knight Riders," $107,100.00 "
KD Karthik,2020,Kolkata Knight Riders," $1,156,250.00 "
KL Nagarkoti,2020,Kolkata Knight Riders," $500,000.00 "
Kuldeep Yadav,2020,Kolkata Knight Riders," $906,250.00 "
LH Ferguson,2020,Kolkata Knight Riders," $228,600.00 "
M Prasidh Krishna,2020,Kolkata Knight Riders," $15,620.00 "
N Rana,2020,Kolkata Knight Riders," $531,250.00 "
NS Naik,2020,Kolkata Knight Riders," $28,600.00 "
PJ Cummins,2020,Kolkata Knight Riders," $2,214,300.00 "
PV Tambe,2020,Kolkata Knight Riders," $28,600.00 "
RA Tripathi,2020,Kolkata Knight Riders," $85,700.00 "
RK Singh,2020,Kolkata Knight Riders," $125,000.00 "
S Sandeep Warrier,2020,Kolkata Knight Riders," $16,000.00 "
SD Lad,2020,Kolkata Knight Riders," $29,000.00 "
Shivam Mavi,2020,Kolkata Knight Riders," $468,750.00 "
Shubman Gill,2020,Kolkata Knight Riders," $281,250.00 "
SP Narine,2020,Kolkata Knight Riders," $1,953,130.00 "
T Banton,2020,Kolkata Knight Riders," $142,900.00 "
Anmolpreet Singh,2020,Mumbai Indians," $114,300.00 "
AP Tare,2020,Mumbai Indians," $31,250.00 "
AS Roy,2020,Mumbai Indians," $31,250.00 "
CA Lynn,2020,Mumbai Indians," $285,700.00 "
Digvijay Deshmukh,2020,Mumbai Indians," $28,600.00 "
DS Kulkarni,2020,Mumbai Indians," $110,000.00 "
HH Pandya,2020,Mumbai Indians," $1,718,750.00 "
Ishan Kishan,2020,Mumbai Indians," $968,750.00 "
J Yadav,2020,Mumbai Indians," $78,130.00 "
JJ Bumrah,2020,Mumbai Indians," $1,093,750.00 "
JL Pattinson,2020,Mumbai Indians," $100,000.00 "
KA Pollard,2020,Mumbai Indians," $843,750.00 "
KH Pandya,2020,Mumbai Indians," $1,375,000.00 "
MJ McClenaghan,2020,Mumbai Indians," $50,000.00 "
Mohsin Khan,2020,Mumbai Indians," $28,600.00 "
NM Coulter-Nile,2020,Mumbai Indians," $1,142,900.00 "
Q de Kock,2020,Mumbai Indians," $437,500.00 "
RD Chahar,2020,Mumbai Indians," $296,880.00 "
RG Sharma,2020,Mumbai Indians," $2,343,750.00 "
SA Yadav,2020,Mumbai Indians," $500,000.00 "
SE Rutherford,2020,Mumbai Indians," $290,000.00 "
SL Malinga,2020,Mumbai Indians," $285,700.00 "
SS Tiwary,2020,Mumbai Indians," $71,400.00 "
TA Boult,2020,Mumbai Indians," $460,000.00 "
AJ Tye,2020,Rajasthan Royals," $142,900.00 "
Akash Singh,2020,Rajasthan Royals," $28,600.00 "
Anuj Rawat,2020,Rajasthan Royals," $114,300.00 "
AS Rajpoot,2020,Rajasthan Royals," $430,000.00 "
BA Stokes,2020,Rajasthan Royals," $1,953,130.00 "
DA Miller,2020,Rajasthan Royals," $107,100.00 "
JC Archer,2020,Rajasthan Royals," $1,125,000.00 "
JC Buttler,2020,Rajasthan Royals," $687,500.00 "
JD Unadkat,2020,Rajasthan Royals," $428,600.00 "
Kartik Tyagi,2020,Rajasthan Royals," $185,700.00 "
M Markande,2020,Rajasthan Royals," $290,000.00 "
M Vohra,2020,Rajasthan Royals," $28,600.00 "
MK Lomror,2020,Rajasthan Royals," $31,250.00 "
O Thomas,2020,Rajasthan Royals," $71,400.00 "
R Parag,2020,Rajasthan Royals," $28,600.00 "
R Tewatia,2020,Rajasthan Royals," $430,000.00 "
RV Uthappa,2020,Rajasthan Royals," $428,600.00 "
S Gopal,2020,Rajasthan Royals," $31,250.00 "
Shashank Singh,2020,Rajasthan Royals," $42,900.00 "
SPD Smith,2020,Rajasthan Royals," $1,953,130.00 "
SV Samson,2020,Rajasthan Royals," $1,250,000.00 "
TK Curran,2020,Rajasthan Royals," $142,900.00 "
VR Aaron,2020,Rajasthan Royals," $342,900.00 "
YBK Jaiswal,2020,Rajasthan Royals," $342,900.00 "
A Zampa,2020,Royal Challengers Bangalore," $45,000.00 "
AB de Villiers,2020,Royal Challengers Bangalore," $1,718,750.00 "
AJ Finch,2020,Royal Challengers Bangalore," $628,600.00 "
CH Morris,2020,Royal Challengers Bangalore," $1,718,750.00 "
D Padikkal,2020,Royal Challengers Bangalore," $28,600.00 "
DW Steyn,2020,Royal Challengers Bangalore," $285,700.00 "
Gurkeerat Singh,2020,Royal Challengers Bangalore," $71,400.00 "
I Udana,2020,Royal Challengers Bangalore," $71,400.00 "
JR Philippe,2020,Royal Challengers Bangalore," $28,600.00 "
KW Richardson,2020,Royal Challengers Bangalore," $571,400.00 "
MM Ali,2020,Royal Challengers Bangalore," $265,630.00 "
Mohammed Siraj,2020,Royal Challengers Bangalore," $406,250.00 "
NA Saini,2020,Royal Challengers Bangalore," $468,750.00 "
P Negi,2020,Royal Challengers Bangalore," $156,250.00 "
PA Patel,2020,Royal Challengers Bangalore," $265,630.00 "
PU Deshpande,2020,Royal Challengers Bangalore," $28,600.00 "
S Dube,2020,Royal Challengers Bangalore," $714,300.00 "
Shahbaz Ahmed,2020,Royal Challengers Bangalore," $28,600.00 "
UT Yadav,2020,Royal Challengers Bangalore," $656,250.00 "
V Kohli,2020,Royal Challengers Bangalore," $2,656,250.00 "
Washington Sundar,2020,Royal Challengers Bangalore," $500,000.00 "
YS Chahal,2020,Royal Challengers Bangalore," $937,500.00 "
Abdul Samad,2020,Sunrisers Hyderabad," $28,600.00 "
Abhishek Sharma,2020,Sunrisers Hyderabad," $85,940.00 "
B Kumar,2020,Sunrisers Hyderabad," $1,328,130.00 "
B Stanlake,2020,Sunrisers Hyderabad," $78,130.00 "
Basil Thampi,2020,Sunrisers Hyderabad," $148,440.00 "
DA Warner,2020,Sunrisers Hyderabad," $1,953,130.00 "
FA Allen,2020,Sunrisers Hyderabad," $71,400.00 "
JM Bairstow,2020,Sunrisers Hyderabad," $314,300.00 "
JO Holder,2020,Sunrisers Hyderabad," $105,000.00 "
KK Ahmed,2020,Sunrisers Hyderabad," $468,750.00 "
KS Williamson,2020,Sunrisers Hyderabad," $468,750.00 "
MK Pandey,2020,Sunrisers Hyderabad," $1,718,750.00 "
Mohammad Nabi,2020,Sunrisers Hyderabad," $156,250.00 "
MR Marsh,2020,Sunrisers Hyderabad," $285,700.00 "
PK Garg,2020,Sunrisers Hyderabad," $271,400.00 "
R Sanjay Yadav,2020,Sunrisers Hyderabad," $28,600.00 "
Rashid Khan,2020,Sunrisers Hyderabad," $1,406,250.00 "
S Kaul,2020,Sunrisers Hyderabad," $593,750.00 "
S Nadeem,2020,Sunrisers Hyderabad," $500,000.00 "
Sandeep Sharma,2020,Sunrisers Hyderabad," $468,750.00 "
SP Goswami,2020,Sunrisers Hyderabad," $156,250.00 "
T Natarajan,2020,Sunrisers Hyderabad," $62,500.00 "
V Shankar,2020,Sunrisers Hyderabad," $500,000.00 "
Virat Singh,2020,Sunrisers Hyderabad," $271,400.00 "
WP Saha,2020,Sunrisers Hyderabad," $171,400.00 "
AT Rayudu,2021,Chennai Super Kings," $343,750.00 "
CA Pujara,2021,Chennai Super Kings," $71,400.00 "
DJ Bravo,2021,Chennai Super Kings," $1,000,000.00 "
DL Chahar,2021,Chennai Super Kings," $125,000.00 "
F du Plessis,2021,Chennai Super Kings," $250,000.00 "
Imran Tahir,2021,Chennai Super Kings," $156,250.00 "
JP Behrendorff,2021,Chennai Super Kings," $234,380.00 "
JR Hazlewood,2021,Chennai Super Kings," $285,700.00 "
K Gowtham,2021,Chennai Super Kings," $900,000.00 "
KM Asif,2021,Chennai Super Kings," $62,500.00 "
KV Sharma,2021,Chennai Super Kings," $478,000.00 "
L Ngidi,2021,Chennai Super Kings," $78,130.00 "
MJ Santner,2021,Chennai Super Kings," $78,130.00 "
MM Ali,2021,Chennai Super Kings," $1,000,000.00 "
MS Dhoni,2021,Chennai Super Kings," $2,343,750.00 "
N Jagadeesan,2021,Chennai Super Kings," $31,250.00 "
RA Jadeja,2021,Chennai Super Kings," $1,093,750.00 "
RD Gaikwad,2021,Chennai Super Kings," $28,600.00 "
RV Uthappa,2021,Chennai Super Kings," $428,600.00 "
SK Raina,2021,Chennai Super Kings," $1,718,750.00 "
SM Curran,2021,Chennai Super Kings," $785,700.00 "
SN Thakur,2021,Chennai Super Kings," $406,250.00 "
A Mishra,2021,Delhi Capitals," $625,000.00 "
A Nortje,2021,Delhi Capitals," $28,600.00 "
AM Rahane,2021,Delhi Capitals," $760,000.00 "
AR Patel,2021,Delhi Capitals," $714,300.00 "
Avesh Khan,2021,Delhi Capitals," $109,380.00 "
CR Woakes,2021,Delhi Capitals," $214,300.00 "
I Sharma,2021,Delhi Capitals," $157,100.00 "
K Khejroliya,2021,Delhi Capitals," $15,000.00 "
K Rabada,2021,Delhi Capitals," $656,250.00 "
Lalit Yadav,2021,Delhi Capitals," $28,600.00 "
MP Stoinis,2021,Delhi Capitals," $685,700.00 "
P Dubey,2021,Delhi Capitals," $15,000.00 "
PP Shaw,2021,Delhi Capitals," $187,500.00 "
R Ashwin,2021,Delhi Capitals," $1,100,000.00 "
RR Pant,2021,Delhi Capitals," $2,343,750.00 "
RV Patel,2021,Delhi Capitals," $28,600.00 "
S Dhawan,2021,Delhi Capitals," $812,500.00 "
SO Hetmyer,2021,Delhi Capitals," $1,107,100.00 "
SPD Smith,2021,Delhi Capitals," $314,300.00 "
SS Iyer,2021,Delhi Capitals," $1,093,750.00 "
SW Billings,2021,Delhi Capitals," $285,700.00 "
TK Curran,2021,Delhi Capitals," $750,000.00 "
UT Yadav,2021,Delhi Capitals," $142,900.00 "
Vishnu Vinod,2021,Delhi Capitals," $28,600.00 "
AD Russell,2021,Kolkata Knight Riders," $1,328,130.00 "
BCJ Cutting,2021,Kolkata Knight Riders," $107,100.00 "
CV Varun,2021,Kolkata Knight Riders," $1,200,000.00 "
EJG Morgan,2021,Kolkata Knight Riders," $750,000.00 "
Gurkeerat Singh,2021,Kolkata Knight Riders," $71,400.00 "
Harbhajan Singh,2021,Kolkata Knight Riders," $285,700.00 "
KD Karthik,2021,Kolkata Knight Riders," $1,156,250.00 "
KK Nair,2021,Kolkata Knight Riders," $71,400.00 "
KL Nagarkoti,2021,Kolkata Knight Riders," $500,000.00 "
Kuldeep Yadav,2021,Kolkata Knight Riders," $28,600.00 "
LH Ferguson,2021,Kolkata Knight Riders," $228,600.00 "
M Prasidh Krishna,2021,Kolkata Knight Riders," $15,620.00 "
N Rana,2021,Kolkata Knight Riders," $531,250.00 "
P Negi,2021,Kolkata Knight Riders," $71,400.00 "
PJ Cummins,2021,Kolkata Knight Riders," $2,214,300.00 "
RA Tripathi,2021,Kolkata Knight Riders," $85,700.00 "
RK Singh,2021,Kolkata Knight Riders," $125,000.00 "
S Sandeep Warrier,2021,Kolkata Knight Riders," $16,000.00 "
Shakib Al Hasan,2021,Kolkata Knight Riders," $457,100.00 "
Shivam Mavi,2021,Kolkata Knight Riders," $468,750.00 "
Shubman Gill,2021,Kolkata Knight Riders," $281,250.00 "
SP Jackson,2021,Kolkata Knight Riders," $28,600.00 "
SP Narine,2021,Kolkata Knight Riders," $1,953,130.00 "
TG Southee,2021,Kolkata Knight Riders," $156,250.00 "
Vaibhav Arora,2021,Kolkata Knight Riders," $28,600.00 "
VR Iyer,2021,Kolkata Knight Riders," $28,600.00 "
AF Milne,2021,Mumbai Indians," $457,100.00 "
Anmolpreet Singh,2021,Mumbai Indians," $114,300.00 "
AP Tare,2021,Mumbai Indians," $31,250.00 "
Arjun Tendulkar,2021,Mumbai Indians," $28,600.00 "
AS Roy,2021,Mumbai Indians," $31,250.00 "
CA Lynn,2021,Mumbai Indians," $285,700.00 "
DS Kulkarni,2021,Mumbai Indians," $110,000.00 "
HH Pandya,2021,Mumbai Indians," $1,718,750.00 "
Ishan Kishan,2021,Mumbai Indians," $968,750.00 "
J Yadav,2021,Mumbai Indians," $78,130.00 "
JDS Neesham,2021,Mumbai Indians," $71,400.00 "
JJ Bumrah,2021,Mumbai Indians," $1,093,750.00 "
KA Pollard,2021,Mumbai Indians," $843,750.00 "
KH Pandya,2021,Mumbai Indians," $1,375,000.00 "
M Jansen,2021,Mumbai Indians," $28,600.00 "
Mohsin Khan,2021,Mumbai Indians," $28,600.00 "
NM Coulter-Nile,2021,Mumbai Indians," $714,300.00 "
PP Chawla,2021,Mumbai Indians," $342,900.00 "
Q de Kock,2021,Mumbai Indians," $437,500.00 "
RD Chahar,2021,Mumbai Indians," $296,880.00 "
RG Sharma,2021,Mumbai Indians," $2,343,750.00 "
SA Yadav,2021,Mumbai Indians," $500,000.00 "
SS Tiwary,2021,Mumbai Indians," $71,400.00 "
TA Boult,2021,Mumbai Indians," $460,000.00 "
Arshdeep Singh,2021,Punjab Kings," $28,600.00 "
CH Gayle,2021,Punjab Kings," $312,500.00 "
CJ Jordan,2021,Punjab Kings," $428,600.00 "
Darshan Nalkande,2021,Punjab Kings," $42,900.00 "
DJ Hooda,2021,Punjab Kings," $71,400.00 "
DJ Malan,2021,Punjab Kings," $214,300.00 "
FA Allen,2021,Punjab Kings," $107,100.00 "
Harpreet Brar,2021,Punjab Kings," $28,600.00 "
JA Richardson,2021,Punjab Kings," $2,000,000.00 "
Jalaj S Saxena,2021,Punjab Kings," $42,900.00 "
KL Rahul,2021,Punjab Kings," $1,718,750.00 "
M Ashwin,2021,Punjab Kings," $28,600.00 "
M Shahrukh Khan,2021,Punjab Kings," $750,000.00 "
MA Agarwal,2021,Punjab Kings," $156,250.00 "
Mandeep Singh,2021,Punjab Kings," $218,750.00 "
MC Henriques,2021,Punjab Kings," $600,000.00 "
Mohammed Shami,2021,Punjab Kings," $685,700.00 "
N Pooran,2021,Punjab Kings," $600,000.00 "
Prabhsimran Singh,2021,Punjab Kings," $78,600.00 "
Ravi Bishnoi,2021,Punjab Kings," $285,700.00 "
RP Meredith,2021,Punjab Kings," $1,142,900.00 "
Saurabh Kumar,2021,Punjab Kings," $28,600.00 "
SN Khan,2021,Punjab Kings," $35,700.00 "
Utkarsh Singh,2021,Punjab Kings," $28,600.00 "
AJ Tye,2021,Rajasthan Royals," $142,900.00 "
Akash Singh,2021,Rajasthan Royals," $28,600.00 "
Anuj Rawat,2021,Rajasthan Royals," $114,300.00 "
BA Stokes,2021,Rajasthan Royals," $1,953,130.00 "
C Sakariya,2021,Rajasthan Royals," $171,400.00 "
CH Morris,2021,Rajasthan Royals," $2,321,400.00 "
DA Miller,2021,Rajasthan Royals," $107,100.00 "
E Lewis,2021,Rajasthan Royals," $593,750.00 "
JC Archer,2021,Rajasthan Royals," $1,125,000.00 "
JC Buttler,2021,Rajasthan Royals," $687,500.00 "
JD Unadkat,2021,Rajasthan Royals," $428,600.00 "
Kartik Tyagi,2021,Rajasthan Royals," $185,700.00 "
KC Cariappa,2021,Rajasthan Royals," $28,600.00 "
LS Livingstone,2021,Rajasthan Royals," $107,100.00 "
M Markande,2021,Rajasthan Royals," $290,000.00 "
M Vohra,2021,Rajasthan Royals," $28,600.00 "
MK Lomror,2021,Rajasthan Royals," $31,250.00 "
Mustafizur Rahman,2021,Rajasthan Royals," $142,900.00 "
O Thomas,2021,Rajasthan Royals," $71,400.00 "
R Parag,2021,Rajasthan Royals," $28,600.00 "
R Tewatia,2021,Rajasthan Royals," $430,000.00 "
S Dube,2021,Rajasthan Royals," $628,600.00 "
S Gopal,2021,Rajasthan Royals," $31,250.00 "
SV Samson,2021,Rajasthan Royals," $1,250,000.00 "
YBK Jaiswal,2021,Rajasthan Royals," $342,900.00 "
A Zampa,2021,Royal Challengers Bangalore," $45,000.00 "
AB de Villiers,2021,Royal Challengers Bangalore," $1,718,750.00 "
D Padikkal,2021,Royal Challengers Bangalore," $28,600.00 "
DT Christian,2021,Royal Challengers Bangalore," $234,380.00 "
