Name,Season,Team, Price ,Overall Performance Score
AB Dinda,2014,Royal Challengers Bangalore," $250,000.00 ",-1616.19
AB Dinda,2014,Royal Challengers Bangalore," $250,000.00 ",185.44
AN Ahmed,2014,Royal Challengers Bangalore," $50,000.00 ",
CH Gayle,2014,Royal Challengers Bangalore," $1,400,000.00 ",-24.97
CH Gayle,2014,Royal Challengers Bangalore," $1,400,000.00 ",194.00
CH Gayle,2014,Royal Challengers Bangalore," $1,400,000.00 ",947.23
CH Gayle,2014,Royal Challengers Bangalore," $1,400,000.00 ",138.34
CH Gayle,2014,Royal Challengers Bangalore," $1,400,000.00 ",69.31
CH Gayle,2014,Royal Challengers Bangalore," $1,400,000.00 ",132.32
CH Gayle,2014,Royal Challengers Bangalore," $1,400,000.00 ",87.01
CH Gayle,2014,Royal Challengers Bangalore," $1,400,000.00 ",11.93
CH Gayle,2014,Royal Challengers Bangalore," $1,400,000.00 ",24.27
CH Gayle,2014,Royal Challengers Bangalore," $1,400,000.00 ",6.34
HV Patel,2014,Royal Challengers Bangalore," $66,000.00 ",467.32
HV Patel,2014,Royal Challengers Bangalore," $66,000.00 ",-52.52
HV Patel,2014,Royal Challengers Bangalore," $66,000.00 ",-13.00
JA Morkel,2014,Royal Challengers Bangalore," $400,000.00 ",-43.25
JA Morkel,2014,Royal Challengers Bangalore," $400,000.00 ",-60.91
JA Morkel,2014,Royal Challengers Bangalore," $400,000.00 ",-104.98
JA Morkel,2014,Royal Challengers Bangalore," $400,000.00 ",-178.08
JA Morkel,2014,Royal Challengers Bangalore," $400,000.00 ",-1359.72
M Muralitharan,2014,Royal Challengers Bangalore," $166,000.00 ",104.81
M Muralitharan,2014,Royal Challengers Bangalore," $166,000.00 ",51.58
M Muralitharan,2014,Royal Challengers Bangalore," $166,000.00 ",283.87
M Muralitharan,2014,Royal Challengers Bangalore," $166,000.00 ",-134.08
MA Starc,2014,Royal Challengers Bangalore," $833,000.00 ",-25.53
MA Starc,2014,Royal Challengers Bangalore," $833,000.00 ",528.91
NJ Maddinson,2014,Royal Challengers Bangalore," $83,000.00 ",
PA Patel,2014,Royal Challengers Bangalore," $233,000.00 ",-103.65
PA Patel,2014,Royal Challengers Bangalore," $233,000.00 ",331.84
PA Patel,2014,Royal Challengers Bangalore," $233,000.00 ",-20.91
PA Patel,2014,Royal Challengers Bangalore," $233,000.00 ",24.65
PA Patel,2014,Royal Challengers Bangalore," $233,000.00 ",378.00
PA Patel,2014,Royal Challengers Bangalore," $233,000.00 ",14.91
R Rampaul,2014,Royal Challengers Bangalore," $150,000.00 ",211.19
SB Jakati,2014,Royal Challengers Bangalore," $33,000.00 ",-14.73
SB Jakati,2014,Royal Challengers Bangalore," $33,000.00 ",-47.07
SB Jakati,2014,Royal Challengers Bangalore," $33,000.00 ",-39.96
V Kohli,2014,Royal Challengers Bangalore," $2,500,000.00 ",17.11
V Kohli,2014,Royal Challengers Bangalore," $2,500,000.00 ",-20.33
V Kohli,2014,Royal Challengers Bangalore," $2,500,000.00 ",-51.10
V Kohli,2014,Royal Challengers Bangalore," $2,500,000.00 ",171.73
V Kohli,2014,Royal Challengers Bangalore," $2,500,000.00 ",93.66
V Kohli,2014,Royal Challengers Bangalore," $2,500,000.00 ",-22.09
V Kohli,2014,Royal Challengers Bangalore," $2,500,000.00 ",24.64
V Kohli,2014,Royal Challengers Bangalore," $2,500,000.00 ",151.50
V Kohli,2014,Royal Challengers Bangalore," $2,500,000.00 ",-15.48
V Kohli,2014,Royal Challengers Bangalore," $2,500,000.00 ",10.21
V Kohli,2014,Royal Challengers Bangalore," $2,500,000.00 ",6.53
V Kohli,2014,Royal Challengers Bangalore," $2,500,000.00 ",-25.35
V Kohli,2014,Royal Challengers Bangalore," $2,500,000.00 ",-30.69
V Kohli,2014,Royal Challengers Bangalore," $2,500,000.00 ",-31.97
VH Zol,2014,Royal Challengers Bangalore," $50,000.00 ",
VR Aaron,2014,Royal Challengers Bangalore," $333,000.00 ",-62.82
YS Chahal,2014,Royal Challengers Bangalore," $16,000.00 ",102.22
YS Chahal,2014,Royal Challengers Bangalore," $16,000.00 ",322.98
YS Chahal,2014,Royal Challengers Bangalore," $16,000.00 ",338.62
YS Chahal,2014,Royal Challengers Bangalore," $16,000.00 ",71.21
YS Chahal,2014,Royal Challengers Bangalore," $16,000.00 ",91.36
YS Chahal,2014,Royal Challengers Bangalore," $16,000.00 ",-14.39
YS Chahal,2014,Royal Challengers Bangalore," $16,000.00 ",121.60
YS Chahal,2014,Royal Challengers Bangalore," $16,000.00 ",77.45
YS Chahal,2014,Royal Challengers Bangalore," $16,000.00 ",15.71
Yuvraj Singh,2014,Royal Challengers Bangalore," $2,333,000.00 ",21.83
Yuvraj Singh,2014,Royal Challengers Bangalore," $2,333,000.00 ",18.19
Yuvraj Singh,2014,Royal Challengers Bangalore," $2,333,000.00 ",-31.03
Yuvraj Singh,2014,Royal Challengers Bangalore," $2,333,000.00 ",77.66
Yuvraj Singh,2014,Royal Challengers Bangalore," $2,333,000.00 ",65.57
Yuvraj Singh,2014,Royal Challengers Bangalore," $2,333,000.00 ",-33.96
Yuvraj Singh,2014,Royal Challengers Bangalore," $2,333,000.00 ",19.00
Yuvraj Singh,2014,Royal Challengers Bangalore," $2,333,000.00 ",26.12
Yuvraj Singh,2014,Royal Challengers Bangalore," $2,333,000.00 ",222.47
YV Takawale,2014,Royal Challengers Bangalore," $16,000.00 ",
A Mishra,2014,Sunrisers Hyderabad," $791,000.00 ",51.43
A Mishra,2014,Sunrisers Hyderabad," $791,000.00 ",20.27
A Mishra,2014,Sunrisers Hyderabad," $791,000.00 ",78.39
A Mishra,2014,Sunrisers Hyderabad," $791,000.00 ",295.94
A Mishra,2014,Sunrisers Hyderabad," $791,000.00 ",-430.60
A Mishra,2014,Sunrisers Hyderabad," $791,000.00 ",257.91
A Mishra,2014,Sunrisers Hyderabad," $791,000.00 ",-1139.56
A Mishra,2014,Sunrisers Hyderabad," $791,000.00 ",80.03
A Mishra,2014,Sunrisers Hyderabad," $791,000.00 ",101.42
AJ Finch,2014,Sunrisers Hyderabad," $666,000.00 ",453.76
AJ Finch,2014,Sunrisers Hyderabad," $666,000.00 ",-30.31
AJ Finch,2014,Sunrisers Hyderabad," $666,000.00 ",-10.88
AJ Finch,2014,Sunrisers Hyderabad," $666,000.00 ",511.64
AJ Finch,2014,Sunrisers Hyderabad," $666,000.00 ",-58.30
B Kumar,2014,Sunrisers Hyderabad," $708,000.00 ",-565.92
B Kumar,2014,Sunrisers Hyderabad," $708,000.00 ",172.90
B Kumar,2014,Sunrisers Hyderabad," $708,000.00 ",502.46
B Kumar,2014,Sunrisers Hyderabad," $708,000.00 ",568.99
B Kumar,2014,Sunrisers Hyderabad," $708,000.00 ",-482.84
B Kumar,2014,Sunrisers Hyderabad," $708,000.00 ",4.03
B Kumar,2014,Sunrisers Hyderabad," $708,000.00 ",80.21
DA Warner,2014,Sunrisers Hyderabad," $916,000.00 ",49.37
DA Warner,2014,Sunrisers Hyderabad," $916,000.00 ",16.74
DA Warner,2014,Sunrisers Hyderabad," $916,000.00 ",46.04
DA Warner,2014,Sunrisers Hyderabad," $916,000.00 ",94.14
DA Warner,2014,Sunrisers Hyderabad," $916,000.00 ",73.09
DA Warner,2014,Sunrisers Hyderabad," $916,000.00 ",481.22
DA Warner,2014,Sunrisers Hyderabad," $916,000.00 ",41.40
DA Warner,2014,Sunrisers Hyderabad," $916,000.00 ",-7.55
DA Warner,2014,Sunrisers Hyderabad," $916,000.00 ",42.86
DJG Sammy,2014,Sunrisers Hyderabad," $583,000.00 ",
DW Steyn,2014,Sunrisers Hyderabad," $1,200,000.00 ",119.99
DW Steyn,2014,Sunrisers Hyderabad," $1,200,000.00 ",150.46
DW Steyn,2014,Sunrisers Hyderabad," $1,200,000.00 ",66.94
DW Steyn,2014,Sunrisers Hyderabad," $1,200,000.00 ",706.51
DW Steyn,2014,Sunrisers Hyderabad," $1,200,000.00 ",-1839.78
DW Steyn,2014,Sunrisers Hyderabad," $1,200,000.00 ",-6.60
I Sharma,2014,Sunrisers Hyderabad," $433,000.00 ",23.79
I Sharma,2014,Sunrisers Hyderabad," $433,000.00 ",-31.72
I Sharma,2014,Sunrisers Hyderabad," $433,000.00 ",-1244.36
I Sharma,2014,Sunrisers Hyderabad," $433,000.00 ",-11.79
IK Pathan,2014,Sunrisers Hyderabad," $400,000.00 ",192.00
IK Pathan,2014,Sunrisers Hyderabad," $400,000.00 ",-164.79
IK Pathan,2014,Sunrisers Hyderabad," $400,000.00 ",-70.94
IK Pathan,2014,Sunrisers Hyderabad," $400,000.00 ",199.70
JO Holder,2014,Sunrisers Hyderabad," $125,000.00 ",-53.71
JO Holder,2014,Sunrisers Hyderabad," $125,000.00 ",12.44
KL Rahul,2014,Sunrisers Hyderabad," $166,000.00 ",37.46
KL Rahul,2014,Sunrisers Hyderabad," $166,000.00 ",83.86
KL Rahul,2014,Sunrisers Hyderabad," $166,000.00 ",6.67
KL Rahul,2014,Sunrisers Hyderabad," $166,000.00 ",21.84
KL Rahul,2014,Sunrisers Hyderabad," $166,000.00 ",25.67
KL Rahul,2014,Sunrisers Hyderabad," $166,000.00 ",16.67
KV Sharma,2014,Sunrisers Hyderabad," $625,000.00 ",-185.43
KV Sharma,2014,Sunrisers Hyderabad," $625,000.00 ",14.18
KV Sharma,2014,Sunrisers Hyderabad," $625,000.00 ",336.81
KV Sharma,2014,Sunrisers Hyderabad," $625,000.00 ",-258.44
MC Henriques,2014,Sunrisers Hyderabad," $166,000.00 ",369.31
MC Henriques,2014,Sunrisers Hyderabad," $166,000.00 ",254.68
MC Henriques,2014,Sunrisers Hyderabad," $166,000.00 ",-781.57
NV Ojha,2014,Sunrisers Hyderabad," $83,000.00 ",29.53
NV Ojha,2014,Sunrisers Hyderabad," $83,000.00 ",-23.99
NV Ojha,2014,Sunrisers Hyderabad," $83,000.00 ",30.93
Parvez Rasool,2014,Sunrisers Hyderabad," $158,000.00 ",
S Anirudha,2014,Sunrisers Hyderabad," $33,000.00 ",
S Dhawan,2014,Sunrisers Hyderabad," $2,083,333.00 ",-39.34
S Dhawan,2014,Sunrisers Hyderabad," $2,083,333.00 ",16.77
S Dhawan,2014,Sunrisers Hyderabad," $2,083,333.00 ",54.39
S Dhawan,2014,Sunrisers Hyderabad," $2,083,333.00 ",1.58
S Dhawan,2014,Sunrisers Hyderabad," $2,083,333.00 ",-48.80
S Dhawan,2014,Sunrisers Hyderabad," $2,083,333.00 ",-16.12
S Dhawan,2014,Sunrisers Hyderabad," $2,083,333.00 ",-46.73
S Dhawan,2014,Sunrisers Hyderabad," $2,083,333.00 ",479.16
S Dhawan,2014,Sunrisers Hyderabad," $2,083,333.00 ",-20.05
S Dhawan,2014,Sunrisers Hyderabad," $2,083,333.00 ",-17.76
S Dhawan,2014,Sunrisers Hyderabad," $2,083,333.00 ",59.22
S Dhawan,2014,Sunrisers Hyderabad," $2,083,333.00 ",-15.26
S Dhawan,2014,Sunrisers Hyderabad," $2,083,333.00 ",-37.75
Y Venugopal Rao,2014,Sunrisers Hyderabad," $700,000.00 ",-45.53
A Nehra,2015,Chennai Super Kings," $333,000.00 ",12.71
A Nehra,2015,Chennai Super Kings," $333,000.00 ",49.98
A Nehra,2015,Chennai Super Kings," $333,000.00 ",379.30
A Nehra,2015,Chennai Super Kings," $333,000.00 ",45.06
A Nehra,2015,Chennai Super Kings," $333,000.00 ",-7.36
BB McCullum,2015,Chennai Super Kings," $541,000.00 ",3.81
BB McCullum,2015,Chennai Super Kings," $541,000.00 ",0.69
BB McCullum,2015,Chennai Super Kings," $541,000.00 ",-48.06
BB McCullum,2015,Chennai Super Kings," $541,000.00 ",-18.81
BB McCullum,2015,Chennai Super Kings," $541,000.00 ",473.13
BB McCullum,2015,Chennai Super Kings," $541,000.00 ",12.61
BB McCullum,2015,Chennai Super Kings," $541,000.00 ",277.08
DJ Bravo,2015,Chennai Super Kings," $666,667.00 ",-94.71
DJ Bravo,2015,Chennai Super Kings," $666,667.00 ",-376.47
DJ Bravo,2015,Chennai Super Kings," $666,667.00 ",214.41
DJ Bravo,2015,Chennai Super Kings," $666,667.00 ",-575.70
DJ Bravo,2015,Chennai Super Kings," $666,667.00 ",270.22
DJ Bravo,2015,Chennai Super Kings," $666,667.00 ",-182.49
DJ Bravo,2015,Chennai Super Kings," $666,667.00 ",-32.71
DJ Bravo,2015,Chennai Super Kings," $666,667.00 ",5.86
DJ Bravo,2015,Chennai Super Kings," $666,667.00 ",-70.63
DR Smith,2015,Chennai Super Kings," $750,000.00 ",-32.09
DR Smith,2015,Chennai Super Kings," $750,000.00 ",-12.58
DR Smith,2015,Chennai Super Kings," $750,000.00 ",0.91
DR Smith,2015,Chennai Super Kings," $750,000.00 ",646.46
DR Smith,2015,Chennai Super Kings," $750,000.00 ",160.88
DR Smith,2015,Chennai Super Kings," $750,000.00 ",-880.00
F du Plessis,2015,Chennai Super Kings," $791,000.00 ",484.66
F du Plessis,2015,Chennai Super Kings," $791,000.00 ",22.78
F du Plessis,2015,Chennai Super Kings," $791,000.00 ",-7.51
F du Plessis,2015,Chennai Super Kings," $791,000.00 ",-12.54
F du Plessis,2015,Chennai Super Kings," $791,000.00 ",-31.61
F du Plessis,2015,Chennai Super Kings," $791,000.00 ",17.42
F du Plessis,2015,Chennai Super Kings," $791,000.00 ",43.66
F du Plessis,2015,Chennai Super Kings," $791,000.00 ",-23.85
IC Pandey,2015,Chennai Super Kings," $250,000.00 ",-526.74
KJ Abbott,2015,Chennai Super Kings," $50,000.00 ",
M Manhas,2015,Chennai Super Kings," $50,000.00 ",
MEK Hussey,2015,Chennai Super Kings," $250,000.00 ",-24.69
MEK Hussey,2015,Chennai Super Kings," $250,000.00 ",-22.04
MEK Hussey,2015,Chennai Super Kings," $250,000.00 ",61.45
MEK Hussey,2015,Chennai Super Kings," $250,000.00 ",-12.18
MJ Henry,2015,Chennai Super Kings," $50,000.00 ",
MM Sharma,2015,Chennai Super Kings," $333,000.00 ",446.71
MM Sharma,2015,Chennai Super Kings," $333,000.00 ",-98.55
MM Sharma,2015,Chennai Super Kings," $333,000.00 ",-157.89
MM Sharma,2015,Chennai Super Kings," $333,000.00 ",-1720.78
MM Sharma,2015,Chennai Super Kings," $333,000.00 ",686.39
MS Dhoni,2015,Chennai Super Kings," $2,083,333.00 ",-22.32
MS Dhoni,2015,Chennai Super Kings," $2,083,333.00 ",19.41
MS Dhoni,2015,Chennai Super Kings," $2,083,333.00 ",33.69
MS Dhoni,2015,Chennai Super Kings," $2,083,333.00 ",85.61
MS Dhoni,2015,Chennai Super Kings," $2,083,333.00 ",470.03
MS Dhoni,2015,Chennai Super Kings," $2,083,333.00 ",86.87
MS Dhoni,2015,Chennai Super Kings," $2,083,333.00 ",44.82
MS Dhoni,2015,Chennai Super Kings," $2,083,333.00 ",471.88
MS Dhoni,2015,Chennai Super Kings," $2,083,333.00 ",-1.70
MS Dhoni,2015,Chennai Super Kings," $2,083,333.00 ",-58.21
MS Dhoni,2015,Chennai Super Kings," $2,083,333.00 ",30.81
MS Dhoni,2015,Chennai Super Kings," $2,083,333.00 ",-26.66
MS Dhoni,2015,Chennai Super Kings," $2,083,333.00 ",-38.44
MS Dhoni,2015,Chennai Super Kings," $2,083,333.00 ",-20.15
P Negi,2015,Chennai Super Kings," $16,000.00 ",748.24
R Ashwin,2015,Chennai Super Kings," $1,250,000.00 ",217.07
R Ashwin,2015,Chennai Super Kings," $1,250,000.00 ",176.72
R Ashwin,2015,Chennai Super Kings," $1,250,000.00 ",-2086.81
R Ashwin,2015,Chennai Super Kings," $1,250,000.00 ",429.54
R Ashwin,2015,Chennai Super Kings," $1,250,000.00 ",65.33
R Ashwin,2015,Chennai Super Kings," $1,250,000.00 ",315.58
R Ashwin,2015,Chennai Super Kings," $1,250,000.00 ",445.07
R Ashwin,2015,Chennai Super Kings," $1,250,000.00 ",30.72
R Ashwin,2015,Chennai Super Kings," $1,250,000.00 ",129.93
R Ashwin,2015,Chennai Super Kings," $1,250,000.00 ",34.34
R Ashwin,2015,Chennai Super Kings," $1,250,000.00 ",150.03
R Sharma,2015,Chennai Super Kings," $50,000.00 ",255.69
RA Jadeja,2015,Chennai Super Kings," $916,667.00 ",46.62
RA Jadeja,2015,Chennai Super Kings," $916,667.00 ",15.13
RA Jadeja,2015,Chennai Super Kings," $916,667.00 ",-333.96
RA Jadeja,2015,Chennai Super Kings," $916,667.00 ",251.12
RA Jadeja,2015,Chennai Super Kings," $916,667.00 ",-27.95
RA Jadeja,2015,Chennai Super Kings," $916,667.00 ",-186.77
RA Jadeja,2015,Chennai Super Kings," $916,667.00 ",67.81
RA Jadeja,2015,Chennai Super Kings," $916,667.00 ",220.69
RA Jadeja,2015,Chennai Super Kings," $916,667.00 ",3.92
RA Jadeja,2015,Chennai Super Kings," $916,667.00 ",77.79
RG More,2015,Chennai Super Kings," $16,000.00 ",
S Badree,2015,Chennai Super Kings," $50,000.00 ",
SK Raina,2015,Chennai Super Kings," $1,583,333.00 ",49.40
SK Raina,2015,Chennai Super Kings," $1,583,333.00 ",45.53
SK Raina,2015,Chennai Super Kings," $1,583,333.00 ",143.78
SK Raina,2015,Chennai Super Kings," $1,583,333.00 ",24.69
SK Raina,2015,Chennai Super Kings," $1,583,333.00 ",140.09
SK Raina,2015,Chennai Super Kings," $1,583,333.00 ",110.92
SK Raina,2015,Chennai Super Kings," $1,583,333.00 ",54.06
SK Raina,2015,Chennai Super Kings," $1,583,333.00 ",342.94
SK Raina,2015,Chennai Super Kings," $1,583,333.00 ",25.12
SK Raina,2015,Chennai Super Kings," $1,583,333.00 ",551.31
SK Raina,2015,Chennai Super Kings," $1,583,333.00 ",-46.03
SK Raina,2015,Chennai Super Kings," $1,583,333.00 ",-34.95
A Mishra,2015,Delhi Daredevils," $583,333.00 ",51.43
A Mishra,2015,Delhi Daredevils," $583,333.00 ",20.27
A Mishra,2015,Delhi Daredevils," $583,333.00 ",78.39
A Mishra,2015,Delhi Daredevils," $583,333.00 ",295.94
A Mishra,2015,Delhi Daredevils," $583,333.00 ",-430.60
A Mishra,2015,Delhi Daredevils," $583,333.00 ",257.91
A Mishra,2015,Delhi Daredevils," $583,333.00 ",-1139.56
A Mishra,2015,Delhi Daredevils," $583,333.00 ",80.03
A Mishra,2015,Delhi Daredevils," $583,333.00 ",101.42
AD Mathews,2015,Delhi Daredevils," $1,250,000.00 ",-86.85
CM Gautam,2015,Delhi Daredevils," $33,333.00 ",
DJ Muthuswami,2015,Delhi Daredevils," $125,000.00 ",
GS Sandhu,2015,Delhi Daredevils," $283,333.00 ",
J Yadav,2015,Delhi Daredevils," $16,000.00 ",
JA Morkel,2015,Delhi Daredevils," $50,000.00 ",-43.25
JA Morkel,2015,Delhi Daredevils," $50,000.00 ",-60.91
JA Morkel,2015,Delhi Daredevils," $50,000.00 ",-104.98
JA Morkel,2015,Delhi Daredevils," $50,000.00 ",-178.08
JA Morkel,2015,Delhi Daredevils," $50,000.00 ",-1359.72
JD Unadkat,2015,Delhi Daredevils," $183,333.00 ",255.85
JD Unadkat,2015,Delhi Daredevils," $183,333.00 ",-100.85
JD Unadkat,2015,Delhi Daredevils," $183,333.00 ",899.32
JD Unadkat,2015,Delhi Daredevils," $183,333.00 ",-201.50
JD Unadkat,2015,Delhi Daredevils," $183,333.00 ",-324.45
JP Duminy,2015,Delhi Daredevils," $366,000.00 ",80.86
JP Duminy,2015,Delhi Daredevils," $366,000.00 ",-67.74
JP Duminy,2015,Delhi Daredevils," $366,000.00 ",79.61
JP Duminy,2015,Delhi Daredevils," $366,000.00 ",63.04
JP Duminy,2015,Delhi Daredevils," $366,000.00 ",194.02
KM Jadhav,2015,Delhi Daredevils," $333,000.00 ",410.70
MA Agarwal,2015,Delhi Daredevils," $266,000.00 ",-24.75
MA Agarwal,2015,Delhi Daredevils," $266,000.00 ",16.68
MA Agarwal,2015,Delhi Daredevils," $266,000.00 ",58.13
MA Agarwal,2015,Delhi Daredevils," $266,000.00 ",34.48
MK Tiwary,2015,Delhi Daredevils," $466,000.00 ",-1.18
MK Tiwary,2015,Delhi Daredevils," $466,000.00 ",-41.84
MK Tiwary,2015,Delhi Daredevils," $466,000.00 ",-24.37
MK Tiwary,2015,Delhi Daredevils," $466,000.00 ",9.94
Mohammed Shami,2015,Delhi Daredevils," $708,000.00 ",-160.73
Mohammed Shami,2015,Delhi Daredevils," $708,000.00 ",-155.43
Mohammed Shami,2015,Delhi Daredevils," $708,000.00 ",33.58
Mohammed Shami,2015,Delhi Daredevils," $708,000.00 ",-39.44
NM Coulter-Nile,2015,Delhi Daredevils," $708,000.00 ",444.97
NM Coulter-Nile,2015,Delhi Daredevils," $708,000.00 ",477.65
Q de Kock,2015,Delhi Daredevils," $583,000.00 ",-10.04
Q de Kock,2015,Delhi Daredevils," $583,000.00 ",-22.74
Q de Kock,2015,Delhi Daredevils," $583,000.00 ",-0.92
Q de Kock,2015,Delhi Daredevils," $583,000.00 ",23.25
Q de Kock,2015,Delhi Daredevils," $583,000.00 ",-30.48
Q de Kock,2015,Delhi Daredevils," $583,000.00 ",12.73
S Nadeem,2015,Delhi Daredevils," $141,000.00 ",
SS Iyer,2015,Delhi Daredevils," $433,333.00 ",-14.52
SS Iyer,2015,Delhi Daredevils," $433,333.00 ",1.61
SS Iyer,2015,Delhi Daredevils," $433,333.00 ",-28.71
SS Iyer,2015,Delhi Daredevils," $433,333.00 ",-3.70
SS Iyer,2015,Delhi Daredevils," $433,333.00 ",-70.97
SS Iyer,2015,Delhi Daredevils," $433,333.00 ",4.73
SS Tiwary,2015,Delhi Daredevils," $116,000.00 ",2.68
Yuvraj Singh,2015,Delhi Daredevils," $2,666,667.00 ",21.83
Yuvraj Singh,2015,Delhi Daredevils," $2,666,667.00 ",18.19
Yuvraj Singh,2015,Delhi Daredevils," $2,666,667.00 ",-31.03
Yuvraj Singh,2015,Delhi Daredevils," $2,666,667.00 ",77.66
Yuvraj Singh,2015,Delhi Daredevils," $2,666,667.00 ",65.57
Yuvraj Singh,2015,Delhi Daredevils," $2,666,667.00 ",-33.96
Yuvraj Singh,2015,Delhi Daredevils," $2,666,667.00 ",19.00
Yuvraj Singh,2015,Delhi Daredevils," $2,666,667.00 ",26.12
Yuvraj Singh,2015,Delhi Daredevils," $2,666,667.00 ",222.47
Z Khan,2015,Delhi Daredevils," $666,667.00 ",-102.15
Z Khan,2015,Delhi Daredevils," $666,667.00 ",31.18
Z Khan,2015,Delhi Daredevils," $666,667.00 ",-122.39
Z Khan,2015,Delhi Daredevils," $666,667.00 ",-1649.34
Z Khan,2015,Delhi Daredevils," $666,667.00 ",383.75
Z Khan,2015,Delhi Daredevils," $666,667.00 ",-456.17
Anureet Singh,2015,Kings XI Punjab," $33,000.00 ",-2546.00
AR Patel,2015,Kings XI Punjab," $125,000.00 ",261.98
AR Patel,2015,Kings XI Punjab," $125,000.00 ",-1099.07
AR Patel,2015,Kings XI Punjab," $125,000.00 ",-845.52
AR Patel,2015,Kings XI Punjab," $125,000.00 ",916.53
AR Patel,2015,Kings XI Punjab," $125,000.00 ",118.80
AR Patel,2015,Kings XI Punjab," $125,000.00 ",141.88
BE Hendricks,2015,Kings XI Punjab," $300,000.00 ",
DA Miller,2015,Kings XI Punjab," $833,333.00 ",99.83
DA Miller,2015,Kings XI Punjab," $833,333.00 ",39.02
DA Miller,2015,Kings XI Punjab," $833,333.00 ",251.86
DA Miller,2015,Kings XI Punjab," $833,333.00 ",-29.97
DA Miller,2015,Kings XI Punjab," $833,333.00 ",1.64
GJ Bailey,2015,Kings XI Punjab," $541,000.00 ",13.32
GJ Bailey,2015,Kings XI Punjab," $541,000.00 ",87.74
GJ Maxwell,2015,Kings XI Punjab," $1,000,000.00 ",36.47
GJ Maxwell,2015,Kings XI Punjab," $1,000,000.00 ",478.97
GJ Maxwell,2015,Kings XI Punjab," $1,000,000.00 ",52.07
GJ Maxwell,2015,Kings XI Punjab," $1,000,000.00 ",173.16
Gurkeerat Singh,2015,Kings XI Punjab," $216,000.00 ",
Karanveer Singh,2015,Kings XI Punjab," $16,000.00 ",-4.48
M Vijay,2015,Kings XI Punjab," $500,000.00 ",67.63
M Vijay,2015,Kings XI Punjab," $500,000.00 ",21.27
M Vijay,2015,Kings XI Punjab," $500,000.00 ",215.10
M Vijay,2015,Kings XI Punjab," $500,000.00 ",-34.03
M Vijay,2015,Kings XI Punjab," $500,000.00 ",-43.88
M Vijay,2015,Kings XI Punjab," $500,000.00 ",217.86
M Vijay,2015,Kings XI Punjab," $500,000.00 ",169.06
M Vohra,2015,Kings XI Punjab," $58,333.00 ",35.40
M Vohra,2015,Kings XI Punjab," $58,333.00 ",-0.66
MG Johnson,2015,Kings XI Punjab," $1,083,000.00 ",366.73
MG Johnson,2015,Kings XI Punjab," $1,083,000.00 ",-83.71
MG Johnson,2015,Kings XI Punjab," $1,083,000.00 ",-1697.28
NLTC Perera,2015,Kings XI Punjab," $266,000.00 ",-1251.13
NS Naik,2015,Kings XI Punjab," $50,000.00 ",
P Awana,2015,Kings XI Punjab," $108,000.00 ",361.25
P Awana,2015,Kings XI Punjab," $108,000.00 ",258.70
R Dhawan,2015,Kings XI Punjab," $500,000.00 ",9.99
Sandeep Sharma,2015,Kings XI Punjab," $141,000.00 ",-117.36
Sandeep Sharma,2015,Kings XI Punjab," $141,000.00 ",-1069.36
Sandeep Sharma,2015,Kings XI Punjab," $141,000.00 ",-926.84
Sandeep Sharma,2015,Kings XI Punjab," $141,000.00 ",800.29
Sandeep Sharma,2015,Kings XI Punjab," $141,000.00 ",90.61
Sandeep Sharma,2015,Kings XI Punjab," $141,000.00 ",-44.80
Sandeep Sharma,2015,Kings XI Punjab," $141,000.00 ",130.99
SE Marsh,2015,Kings XI Punjab," $366,000.00 ",32.07
SE Marsh,2015,Kings XI Punjab," $366,000.00 ",34.38
SE Marsh,2015,Kings XI Punjab," $366,000.00 ",-46.43
SE Marsh,2015,Kings XI Punjab," $366,000.00 ",-1.21
SE Marsh,2015,Kings XI Punjab," $366,000.00 ",-3.49
Shivam Sharma,2015,Kings XI Punjab," $16,000.00 ",
SN Thakur,2015,Kings XI Punjab," $33,000.00 ",628.97
SN Thakur,2015,Kings XI Punjab," $33,000.00 ",-131.13
SN Thakur,2015,Kings XI Punjab," $33,000.00 ",-73.63
SN Thakur,2015,Kings XI Punjab," $33,000.00 ",-180.21
SN Thakur,2015,Kings XI Punjab," $33,000.00 ",-221.86
V Sehwag,2015,Kings XI Punjab," $533,000.00 ",-8.75
V Sehwag,2015,Kings XI Punjab," $533,000.00 ",74.66
V Sehwag,2015,Kings XI Punjab," $533,000.00 ",114.84
V Sehwag,2015,Kings XI Punjab," $533,000.00 ",8.30
V Sehwag,2015,Kings XI Punjab," $533,000.00 ",37.97
WP Saha,2015,Kings XI Punjab," $366,000.00 ",39.15
WP Saha,2015,Kings XI Punjab," $366,000.00 ",146.67
WP Saha,2015,Kings XI Punjab," $366,000.00 ",261.26
WP Saha,2015,Kings XI Punjab," $366,000.00 ",-10.19
WP Saha,2015,Kings XI Punjab," $366,000.00 ",-2.64
WP Saha,2015,Kings XI Punjab," $366,000.00 ",-7.19
AD Russell,2015,Kolkata Knight Riders," $100,000.00 ",479.34
AD Russell,2015,Kolkata Knight Riders," $100,000.00 ",-603.44
AD Russell,2015,Kolkata Knight Riders," $100,000.00 ",-75.95
AD Russell,2015,Kolkata Knight Riders," $100,000.00 ",-8.81
AD Russell,2015,Kolkata Knight Riders," $100,000.00 ",-49.23
AD Russell,2015,Kolkata Knight Riders," $100,000.00 ",-35.22
Azhar Mahmood,2015,Kolkata Knight Riders," $200,000.00 ",452.17
